show_id,type,title,director,cast,country,date_added,release_year,duration,description,genre
s538,Movie,Ankur Arora Murder Case,Sohail Tatari,"Kay Kay Menon, Tisca Chopra, Arjun Mathur, Paoli Dam, Vishakha Singh, Manish Chaudhary, Vishesh Tiwari, Harsh Chhaya",India,"October 15, 2017",2013,127,A young medical intern sets out to fight for justice after the negligence of the surgeon he looked up to ends in tragedy.,Dramas
s539,Movie,Annabelle Hooper and the Ghosts of Nantucket,Paul Serafini,"Bailee Madison, Robert Capron, Rachel Resheff, Mavrick Moreno, Whitney Goin, Gary Weeks, Juliana Harkavy, Kevin B. McGlynn, Jamison Stern, Mia Matthews, Bianca Matthews",United States,"August 1, 2017",2016,92,"While vacationing on picturesque Nantucket, a crafty teenage mystery writer contends with two thieves as she tries to solve a ghostly conundrum.",Children
s540,TV Show,Anne with an E,,"Amybeth McNulty, Geraldine James, R.H. Thomson, Corrine Koslo, Dalila Bela, Lucas Jade Zumann, Aymeric Jett Montaz",Canada,"January 3, 2020",2019,3,"A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables.""",International TV
s541,TV Show,Anohana: The Flower We Saw That Day,,"Miyu Irino, Ai Kayano, Haruka Tomatsu, Takahiro Sakurai, Saori Hayami, Takayuki Kondo, Mitsuru Ogata, Mutsumi Tamura, Asami Seto, Aki Toyosaki, Kaoru Mizuhara, Yui Makino",Japan,"July 15, 2019",2011,1,A teen haunted by the spirit of an old friend summons the other members of their childhood club to help fulfill the girl's final wish.,Anime Series
s542,Movie,Anon,Andrew Niccol,"Clive Owen, Amanda Seyfried, Colm Feore, Sonya Walger, Mark O'Brien, Joe Pingue, Iddo Goldberg, Sebastian Pigott, Rachel Roberts, Ethan Tavares",United Kingdom,"May 4, 2018",2018,100,"In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records.",Dramas
s543,Movie,Another Forever,Juan Zapata,"Daniela Escobar, Marlon Moreno, Peter Ketnath, Barbara Scolaro",Brazil,"March 21, 2017",2016,72,"Overtaken by the death of her beloved, a grieving woman decides to take a spontaneous trip to visit her friend and get her life back on track.",Dramas
s544,TV Show,Another Life,,"Katee Sackhoff, Justin Chatwin, Samuel Anderson, Blu Hunt, AJ Rivera, Jake Abel, Alex Ozerov, Alexander Eling, Lina Renna, Selma Blair",United States,"July 25, 2019",2019,1,"After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.",TV Action
s545,TV Show,Another Miss Oh,,"Seo Hyun-jin, Eric Moon, Jeon Hye-bin, Ye Ji-won, Kim Ji-seok, Lee Jae-yoon, Lee Han-wi, Kim Mee-kyeong, Oh Man-seok, Lee Pil-mo",South Korea,"October 16, 2019",2016,1,"A sound director who suddenly starts getting visions of someone else’s future gets mired in the lives of two women, who happen to share the same name.",International TV
s546,TV Show,Answer for Heaven,,"Sunny Suwanmethanont, Kan Kantathavorn, Pattarasaya Kreuasuwansri, Chayanan Manomaisantiphap, Suwaphat Techaviriyawong, Prachakorn Piyasakulkaew, Nattarika Thampridanant, Michael Shaowanasai, Pattanachai Adirek",,"June 27, 2019",2019,1,An angel falls to earth to investigate why humans are doing fewer good deeds – and falls in with a hard-charging crime reporter and his news team.,Crime TV
s547,Movie,Ant-Man and the Wasp,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Douglas, Michael Peña, Hannah John-Kamen, Laurence Fishburne, Michelle Pfeiffer, Walton Goggins, T.I., Judy Greer, Bobby Cannavale, David Dastmalchian, Abby Ryder Fortson, Randall Park",United States,"January 29, 2019",2018,118,"Problems big and small pop up when Scott Lang, aka Ant-Man, gets drafted by Dr. Hank Pym and Hope van Dyne, aka the Wasp, for an urgent rescue mission.",Action
s548,Movie,Antar: Son of Shadad,Sherif Ismail,"Mohamed Henedi, Bassem Samra, Dorra Zarrouk, Lotfy Labib",Egypt,"May 9, 2019",2017,110,"Learning he is the grandson of a famous knight, a young man hilariously fights a rival gang to win over the most beautiful woman in the tribe.",Comedies
s549,Movie,Antariksha Ke Rakhwale,Anirban Majumder,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",,"June 18, 2019",2018,65,Space villains have abducted all the superheroes! It’s up to Bheem and his trusty team to save the others.,Children
s550,TV Show,Anthony Bourdain: Parts Unknown,,Anthony Bourdain,United States,,2018,5,This CNN original series has chef Anthony Bourdain traveling to extraordinary locations around the globe to sample a variety of local cuisines.,Docuseries
s551,Movie,Anthony Jeselnik: Fire in the Maternity Ward,Marcus Raboy,Anthony Jeselnik,United States,"April 30, 2019",2019,64,"Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.",Stand-Up
s552,Movie,Anthony Jeselnik: Thoughts and Prayers,Adam Dubin,Anthony Jeselnik,United States,"October 16, 2015",2015,59,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.,Stand-Up
s553,Movie,Anthony Kaun Hai?,Raj Kaushal,"Sanjay Dutt, Arshad Warsi, Minissha Lamba, Raghuvir Yadav, Anusha Dhandekar, Gulshan Grover, Ravi Baswani",India,"July 1, 2018",2006,122,"A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias.",Comedies
s554,Movie,Antidote,Ken Barbet,"Randy Couture, Chuck Zito, Wil Traval, Celeste Thornton, Rafael De La Fuente, Alyona Chekhova, Natali Yura, Thom Rivera",United States,"April 14, 2019",2018,90,A tough-as-nails treasure hunter protects a humanitarian doctor as she tries to cure a supernatural disease caused by a mysterious witch.,Action
s555,Movie,Antoine Griezmann: The Making of a Legend,,,,"March 21, 2019",2019,60,"With heart and determination, Antoine Griezmann overcame his small stature to become one of the world’s top soccer players and a World Cup champion.",Documentaries
s556,Movie,Anwar,Manish Jha,"Siddharth Koirala, Nauheed Cyrusi, Manisha Koirala, Rajpal Yadav, Yashpal Sharma, Vijay Raaz, Hiten Tejwani, Sudhir Pandey, Sanjay Mishra, Lalit Tiwari",India,"December 31, 2019",2007,134,"Seeking refuge in a Hindu temple after the tragic death of the girl he loved, a Muslim youth is caught by the police, who mistake him for an enemy.",Dramas
s557,TV Show,忍者ハットリくん,,,Japan," December 23, 2018",2012,2,"Hailing from the mountains of Iga, Kanzo Hattori moves in with elementary school student Kenichi Mitsuba and his family to hone his skills as a ninja.",Anime Series
s558,Movie,Apache Warrior,"David Salzberg, Christian Tureaud",,United States,"November 1, 2019",2017,89,Recovered cockpit footage and telling interviews reveal the true stories of US fighter pilots in one of the largest combat strikes in history.,Documentaries
s559,TV Show,Apache: The Life of Carlos Tevez,,"Balthazar Murillo, Vanesa González, Alberto Ajaka, Sofía Gala Castiglione, Patricio Contreras, Matías Recalt, Osqui Guzmán, Roberto Vallejos, Diego Gallardo",Argentina,"August 16, 2019",2019,1,This gritty dramatization of the life of Carlos Tevez shows his rise to soccer stardom amid the harrowing conditions in Argentina's Fuerte Apache.,Crime TV
s560,TV Show,Apaches,,"Alberto Ammann, Eloy Azorín, Verónica Echegui, Lucía Jiménez, Claudia Traisac",Spain,"September 8, 2017",2016,1,A young journalist is forced into a life of crime to save his father and family in this series based on the novel by Miguel Sáez Carral.,Crime TV
s561,Movie,Apaharan,Prakash Jha,"Ajay Devgn, Nana Patekar, Bipasha Basu, Ayub Khan, Mohan Agashe, Mukesh Tiwari, Yashpal Sharma, Anoop Soni, Chetan Pandit",India,"January 8, 2021",2005,161,"Raised under the condescending eye of his activist father, an underachieving loafer is lured into the local kingpin’s web of corruption and kidnapping.",Dramas
s562,Movie,APEX: The Story of the Hypercar,"J.F. Musial, Josh Vietze",Zachary Levi,United States,"August 1, 2016",2016,86,"A visionary carmaker introduces his fuel-efficient, high-performance hypercar to a market filled with big-name competitors like Ferrari and Porsche.",Documentaries
s563,Movie,Apollo 18,Gonzalo López-Gallego,"Warren Christie, Lloyd Owen, Ryan Robbins, Michael Kopsa, Andrew Airlie",United States,"March 9, 2019",2011,87,"This sci-fi thriller suggests that Apollo 17, despite official statements to the contrary, wasn't NASA's last manned mission to the moon.",Horror Movies
s564,Movie,Apostle,Gareth Evans,"Dan Stevens, Lucy Boynton, Michael Sheen, Mark Lewis Jones, Bill Milner, Kristine Froseth, Paul Higgins, Richard Elfyn, Elen Rhys, Ross O'Hennessy",United Kingdom,"October 12, 2018",2018,130,"In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",Horror Movies
s565,Movie,April and the Extraordinary World,"Christian Desmares, Franck Ekinci","Angela Galuppo, Paul Giamatti, Susan Sarandon, Tony Hale, J.K. Simmons, Tony Robinow, Mark Camacho, Tod Fennell, Carlos Alazraqui, Kari Wahlgren",France,"October 1, 2017",2015,107,"After the world's top scientists disappear, orphaned April secretly forges ahead with a family experiment and gets tangled up in a vast conspiracy.",Action
s566,TV Show,Aquarius,,"David Duchovny, Gethin Anthony, Grey Damon, Emma Dumont, Claire Holt, Michaela McManus, Brían F. O'Byrne, David Meunier, Ambyr Childers, Tara Lynne Barr, Whitney Rose Pynn, Jason Ralph",United States,"June 16, 2017",2016,2,"Amid the turmoil of 1960s LA, two cops and a prominent political family are drawn into the sex- and drug-fueled web of a young Charles Manson.",Crime TV
s567,Movie,Arès,Jean-Patrick Benes,"Ola Rapace, Micha Lescot, Thierry Hancisse, Hélène Fillières, Ruth Vega Fernandez, Louis-Do de Lencquesaing, Eva Lallier, Emilie Gavois-Kahn",France,"May 23, 2017",2016,80,A futuristic France tries to keep its people from despair and rebellion over crippling poverty by engaging them with a violent TV competition show.,Action
s568,Movie,"Aram, Aram",Christopher Chambers,"John Roohinian, Levon Sharafyan, Sevak Hakoyan, David Villada, Mike Ghader, Razmik Mansuryan, Lorita Meg, Amy Sanders, Alla Tumanian",United States,"February 15, 2017",2015,79,"Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles, and overwhelmed by culture shock, he falls prey to an Armenian gang.",Dramas
s569,Movie,Arango y Sanint: Ríase el show,"Raúl Campos, Jan Suter","Julián Arango, Antonio Sanint",Colombia,"January 17, 2018",2018,62,"Colombian stand-up comedians Antonio Sanint and Julián Arango impersonate an Argentine visitor and a cabbie, and a pair of dirty old men at the opera.",Stand-Up
s570,TV Show,ARASHI's Diary -Voyage-,,Arashi,Japan,"December 31, 2019",2019,1,"Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world.",Docuseries
s571,TV Show,Archibald's Next Big Thing,,"Tony Hale, Rosamund Pike, Jordan Fisher, Chelsea Kane, Adam Pally, Kari Wahlgren",,"March 20, 2020",2020,2,"Happy-go-lucky chicken Archibald may not remember to do his chores, but he never forgets to have fun. After all, life's an adventure!",Kids
s572,Movie,Arctic Dogs,Aaron Woodley,"Jeremy Renner, Heidi Klum, James Franco, John Cleese, Omar Sy, Michael Madsen, Laurie Holden, Anjelica Huston, Alec Baldwin, Donny Falsetti",India,"May 4, 2020",2019,93,"When he stumbles upon evil Otto Von Walrus's scheme to melt the Arctic, ambitious delivery fox Swifty assembles a ragtag crew to protect the planet.",Children
s573,Movie,Arctic Heart,Marie Madinier,"Charlotte Le Bon, Guillaume Canet, Anne Le Ny, Patrick d'Assumçao, Damien Chapelle, Xavier Beauvois, Vincent Launay-Franceschini",France,"April 14, 2017",2016,81,"Madly in love with a brilliant scientist studying an immunizing protein produced by penguins, a timid med student offers her body to his research.",Dramas
s574,Movie,Are We Done Yet?,Khaled El Halafawy,"Ahmed Eid, Ayten Amer, Ahmed Fouad Selim, Mohsen Mansour",Egypt,"August 1, 2019",2018,87,"When authorities arrest his young son, a taxi driver must convince the courts and rabid media that he's not the criminal they seek.",Comedies
s575,TV Show,Are You The One,,Ryan Devlin,United States,"December 1, 2020",2014,2,"Determined by a dating algorithm, a group of single contestants must identify their perfect matches for a shot at love and a cash prize.",Reality TV
s576,TV Show,Ares,,"Jade Olieberg, Tobias Kersloot, Lisa Smit, Frieda Barnhard, Hans Kesting, Rifka Lodeizen, Robin Boissevain, Jennifer Welts, Steef de Bot, Jip van den Dool, Janni Goslinga, Dennis Rudge, Ian Bok, Roos Dickmann, Minne Koole, Alexander Brouwer",Netherlands,"January 17, 2020",2020,1,"Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret.",International TV
s577,TV Show,Argon,,"Woo-hee Chun, Joo-hyuk Kim, Won-sang Park",South Korea,"November 22, 2017",2017,1,"In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.",International TV
s578,Movie,Ari Eldjárn: Pardon My Icelandic,August Jakobsson,Ari Eldjárn,Iceland,"December 2, 2020",2020,54,"In this English-language special, Icelandic comedian Ari Eldjárn pokes fun at Nordic rivalries, Hollywood's take on Thor, the whims of toddlers and more.",Stand-Up
s579,TV Show,Ari Shaffir: Double Negative,Eric Abrams,Ari Shaffir,United States,"July 18, 2017",2017,1,"Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood.",Stand-Up
s580,Movie,"Ariana grande: excuse me, i love you",Paul Dugdale,Ariana Grande,United States,"December 21, 2020",2020,98,Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.,Documentaries
s581,Movie,Arisan 2,Nia Dinata,"Surya Saputra, Cut Mini Theo, Tora Sudiro",Indonesia,"September 15, 2018",2011,113,"A group of friends reunites for a vacation amid nature, where they laugh about their shared history and bond over difficult truths.",Comedies
s582,Movie,Arjun: The Warrior Prince,Arnab Chaudhuri,"Yudhveer Bakoliya, Ashok Banthia, Ravi Khanwilkar, Vijay Kashyap, Ila Arun, Sachin Khedekar, Rajeshwari Sachdev, Hemanth Mahaur",India,"November 1, 2018",2011,91,This animated retelling of the classic Indian tale of Prince Arjun – part of the Sanskrit epic Mahabharata – begins during the prince's youth.,Action
s583,Movie,ARQ,Tony Elliott,"Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell, Jacob Neayem, Adam Butcher, Tantoo Cardinal",Canada,"September 16, 2016",2016,89,"Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.",International Movies
s584,TV Show,Arrested Development,,"Jason Bateman, Portia de Rossi, Will Arnett, Michael Cera, Alia Shawkat, Tony Hale, David Cross, Jeffrey Tambor, Jessica Walter, Ron Howard",United States,"May 29, 2018",2019,5,"It's the Emmy-winning story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",TV Comedies
